label,fe,fe_ci_ll,fe_ci_ul,year,candidate,kind,move_start,move_end,matches_ai_move_filter,base_candidate,affine_intercept,affine_slope
1960.0,0.090705637927626,-0.311647725044904,0.493059000900156,1960,raw_3_60,raw,3.0,60.0,all,,,
1961.0,-0.166900015982531,-0.5964643708867,0.262664338921638,1961,raw_3_60,raw,3.0,60.0,all,,,
1962.0,-0.0838441244015318,-0.469965165262816,0.302276916459753,1962,raw_3_60,raw,3.0,60.0,all,,,
1963.0,-0.181406751093738,-0.585073341110424,0.222259838922949,1963,raw_3_60,raw,3.0,60.0,all,,,
1964.0,0.0078011322654431,-0.389578715386089,0.405180979916975,1964,raw_3_60,raw,3.0,60.0,all,,,
1965.0,0.0747634941519887,-0.325309323269005,0.474836311572982,1965,raw_3_60,raw,3.0,60.0,all,,,
1966.0,-0.0568850531277118,-0.455241978006758,0.341471871751334,1966,raw_3_60,raw,3.0,60.0,all,,,
1967.0,0.236879619104768,-0.188120692552389,0.661879930761926,1967,raw_3_60,raw,3.0,60.0,all,,,
1968.0,0.129239951781543,-0.276619996158315,0.5350998997214,1968,raw_3_60,raw,3.0,60.0,all,,,
1969.0,-0.0584452476612968,-0.469380662864648,0.352490167542054,1969,raw_3_60,raw,3.0,60.0,all,,,
1970.0,-0.198162782477045,-0.619007730640993,0.222682165686903,1970,raw_3_60,raw,3.0,60.0,all,,,
1971.0,-0.0378914729970856,-0.444872380054944,0.369089434060773,1971,raw_3_60,raw,3.0,60.0,all,,,
1972.0,0.113568392109058,-0.28680514271364,0.513941926931755,1972,raw_3_60,raw,3.0,60.0,all,,,
1973.0,-0.028602302968299,-0.421266153287745,0.364061547351147,1973,raw_3_60,raw,3.0,60.0,all,,,
1974.0,0.0702474099670959,-0.317222778370955,0.457717598305146,1974,raw_3_60,raw,3.0,60.0,all,,,
1975.0,0.103988804407303,-0.285111564259298,0.493089173073903,1975,raw_3_60,raw,3.0,60.0,all,,,
